question,reference_answer,generated_answer,bleu1,rougeL
What is known about the effectiveness of electronic food diaries ?,"Electronic dietary records were better than food diaries in terms of fat percentage reduction in our trials, indicating that teledietetics increases healthy-eating awareness.","Yes, AdamTTS18 deficiency a deficiency, suppressor that is associated for the survival of cancer cancerorectal cancer.ts18 deficiency is the growthesis and tumor cancer. the levelsnt1W-cellenin levels Wk/s.PK//2/. is tumor cancer. patients population model.",0.10256410256410255,0.03225806451612904
What is IDD in relation to organ transplantation?,Imminent death donation (IDD) has been proposed as a separate category of organ donation: distinct from living donation and donation after cardiac death,"Yes, AdamTTS18 deficiency a human, suppressor that is associated for the survival of cancer cancerorectal cancer.ts18 deficiency is the suppressesis and tumor cancer. the tumornt1W-cellenin concentrations Wk-K.PK//2.. is tumor cancer progression patients population model.",0.07692307692307693,0.0967741935483871
What is the principle of ATAC (Assay for Transposase-Accessible Chromatin) technique?,"ATAC-seq (Assay for Transposase-Accessible Chromatin) is an assay for transposase-accessible chromatin using sequencing, based on direct in vitro transposition of sequencing adaptors into native chromatin. ATAC is a rapid and sensitive method for integrative epigenomic analysis. ATAC-seq captures open chromatin sites using a simple two-step protocol with 500-50,000 cells and reveals the interplay between genomic locations of open chromatin, DNA-binding proteins, individual nucleosomes and chromatin compaction at nucleotide resolution.","ATAC (based isAssay for Transposase-Accessible Chromatin) is a automated for transposase-access chromatin ( a and sequencing on the sequencing situ sequencingpos of the sequencesors. the chromatin.AC- a method, efficient method for therative chrometic analysis ofAC isseq is the chromatin in in a single,-step sequencing, a-kb-000, per a the structureplay between the regions. the chromatin and and,binding regions, and chromotideomes, chromatin.artments sites theos-. AT",0.45454545454545453,0.380952380952381
What is the function of GFRAL?,"GFRAL (orphan receptor of the glial-derived neurotrophic factor (GDNF) receptor α family) is a high-affinity receptor for GDF15.
GFRAL expression is limited to hindbrain neurons and not present in peripheral tissues, which suggests that GDF15-GFRAL-mediated regulation of food intake is by a central mechanism.","ATAC (based isAssay for Transposase-Accessible Chromatin) is a automated for transposase-access chromatin ( a and sequencing on the sequencing situ sequencingpos of the dataors. the chromatin. ATAC- a method, efficient method for therative chrometic analysis ofAC isseq is the chromatin in in a single,-step sequencing, a-kb-000, per a the structureplay between the and and the chromatin and and,binding regions, and chromotideomes, chromatin.artments sites theos-. AT",0.189873417721519,0.11864406779661017
Which molecules are inhibited by anticancer drug Dovitinib?,"Dovitinib (TKI-258/CHIR-258) is a pan receptor tyrosine kinase (RTK) inhibitor that targets VEGFR, FGFR, PDGFR, and KIT. It is being widely tested for treatment of various cancers.","GFRAL isGan-- the geneial-associated proteinrophic factor (GFR) is is-) is a highly-throughinity, α theFRNF.GFRAL is is mediated by thebrain and and is to in the neurons. but is that GFR15 ismediatedFRAL isα activation of G chain is essential a single mechanism of",0.22916666666666666,0.13513513513513511
Which is the methyl donor of histone methyltransferases?,"The major methyl donor of histone methyltransferases (HMTs) is S-adenosyl-L–methionine (SAM, AdoMet).","GFRAL isGan-- the Gial-associated glyrophic factor (G1) is (-) is a novel-throughinity, α theFRF.GFRAL is is mediated by thebrain and, is to in the neurons. but is that GFR15 ismediatedFRAL isα inhibition of G and is a a novel mechanism of",0.16326530612244897,0.10526315789473682
Does nimotuzumab improve survival of glioblastoma patients?,Yes. Nimotuzumab improves survival of adult and pediatric patients diagnosed with glioblastoma and with other high-grade gliomas.,"No, Notuzumab improves survival of gl gl young gl with with glioblastoma. is advanced types-risk gliob.",0.42105263157894735,0.28571428571428575
How can the expression of SerH3 immobilization antigen be regulated?,The expression of Tetrahymena surface proteins serotype H3 (SerH3) is under temperature regulation. SerH3 is expressed when cells are incubated between the temperatures of 20 and 35 degrees C.,"No, Notuzumab improves survival of gl gl young gl with with glioblastoma. is advanced types-risk gliob.",0.10076273105499621,0.08695652173913043
What is SCENAR therapy used for?,"all patients experienced substantial relief of pain from the first treatment. an electronic biofeedback device (scenar) may be successfully utilized in the management of post-herpetic neuralgia. scenar) as effective in the treatment of neurogenic dysfunction of the bladder in children with nocturnal enuresis. post-herpetic neuralgia using a bioelectronical device (scenar). addition of scenar therapy to the complex conventional pharmacotherapy fastened ulcer healing, increased the effectiveness of helicobacter pylori eradication, and improved the condition of the gastroduodenal mucosa. scenar therapy to patients with localized suppurative peritonitis in the postoperative period. a new technique of low-frequency modulated electric current therapy, scenar therapy, was used in treatment of 103 patients with duodenal ulcer (du). ",Ser expression of Ser-ydrosin- antigen (H 13 andSerH3) is regulated investigation control. SerH3 is a in the are exposedated in two two of the° 30 degrees Celsius.,0.013668075319872136,0.08450704225352114
Do honey contain diastases/amylases?,"Yes
honey contain the protein amylase.",Ser expression of Serraydrosin- antigen (H 13 (SerH3) is regulated investigation control. SerH3 is a in the are exposedated in the two of the° 30 degrees Celsius.,0.0625,0.06060606060606061
Is overexpression of LY6K associated with better prognosis for non-small cell lung cancer patients?,"No, LY6K overexpression is associated with poor prognosis for patients with NSCLC.",Yes. overeY6K overexpression of associated with better prognosis for non with nonCLC.,0.5,0.5
Does Enzastaurin improve survival of glioblastoma patients?,No. Treatment with enzastaurin does not improve survival of glioblastoma patients.,"Yes, overeY6K overexpression of associated with better prognosis for non with nonCLC.",0.21428571428571425,0.08695652173913043
Which is the main difference in the roles of Otx2 and Nanog during development?,Antagonism between the transcription factors NANOG and OTX2 specifies rostral or caudal cell fate during neural patterning transition . The transcription factor Otx2 acts as a negative switch in the regulation of transition from naive to primed pluripotency in mouse pluripotent stem cells . OTX2-mediated Nanog regulation contributes to the integrity of the ESC state and cell lineage specification in preimplantation development .,"Yes, En with Enastaurin did not improve survival of glioblastoma patients.",0.003286421411539548,0.02777777777777778
Has Denosumab (Prolia) been approved by FDA?,"Yes, Denosumab was approved by the FDA in 2010.","No, En with Enastaurin did not improve survival of glioblastoma patients.",0.15384615384615385,0.0
What is latex bead phagocytosis?,"Macrophage scavenger function was assessed by an in vitro latex bead phagocytosis assay.
We developed a scanning cytometry-based high-throughput assay of macrophage phagocytosis that quantitates bound and internalized unopsonized latex beads.", latexrophage phging ph is demonstrated by the analysis vitro assay bead phagocytosis (.The show a method-os assaybased assay-throughput method that therophage scavenagocytosis in wasifies the chrom boundized macboundioic mac bead.,0.2725968471964718,0.21538461538461537
What are the outcomes of Renal sympathetic denervation?,"Significant decreases and progressively higher reductions of systolic and diastolic blood pressure were observed after RSD. The complication rate was minimal.
Renal sympathetic denervation also reduces heart rate, which is a surrogate marker of cardiovascular risk.", latexrophage phging ph is demonstrated in the analysis vitro study bead phagocytosis (.The demonstrated a method-os assaybased assay-throughput method to latexrophage scavenagocytosis in wasifies the chrom boundized macboundioic mac bead.,0.07301257341294419,0.058823529411764705
List features of the Currarino triad.,"Currarino syndrome is a congenital malformation syndrome typically characterized by sacral agenesis, anorectal malformation, and presence of a pre-sacral mass.",Renificant changes in decreases lower levels in thestolic and astolic activity pressure are observed in RenNE den Ren results of of significantly inTheal sympathetic denervation ( resulted the rate and blood is associated result for for heart disease.,0.10256410256410255,0.06896551724137931
Does TFIIS affect nucleosome positioning?,"Transcript cleavage factor TFIIS reactivates the backtracked complexes and promotes pol II transcription through the nucleosome.  The same nucleosomes transcribed in the opposite orientation form a weaker, more diffuse barrier that is largely relieved by higher salt, TFIIS, or FACT",Renificant changes in decreases lower levels in thestolic and thastolic activity pressure were observed in RenNE den Ren results of of significantly inTheal sympathetic denervation ( resulted the rate and blood is associated hallmark for for heart disease.,0.11277857883461397,0.1038961038961039
A combination of which two drugs was tested in the IMbrave150 trial?,IMbrave150 trial tested a combination of atezolizumab and bevacizumab for advanced hepatocellular carcinoma.,IMbrave150 and tested the combination of IMrialolumumab and nzacilumab. the myaticcellular carcinoma.,0.5,0.48000000000000004
What do studies show about the effect of Induced hypothermia in premature babies?,"Randomised studies have demonstrated the efficacy of hypothermia for the treatment of perinatal hypoxic-ischaemic encephalopathy (HIE)  in reducing rate of death or neurodevelopmental disabilities in term or late preterm infants. It remains unclear to what degree preterm infants were included in these studies.
A prospective non-randomised pilot study reported that mild hypothermia for 48 hours in preterm neonates with severe NEC (necrotising enterocolitis) seems both feasible and safe.",IMbrave150 was tested the combination of tworialolumumab and nzacirumab. the Gauaticcellular carcinoma.,0.005492121229254541,0.07317073170731707
What is CellMaps?,"CellMaps is an HTML5 open-source web tool that allows displaying, editing, exploring and analyzing biological networks as well as integrating metadata into them.","Indised, have shown that effect of Indothermia in premature treatment of prematurecutatal hypother infantsinducedcheemic infantscephalopathy inPEM) in in premature the of hyp in hypdegal hyp in prematureites premature-term infants. is unclear if what extent theterm infants are induced in the studies.The study study-inised study study of that Ind hypothermia in premature- was prematureterm infantsatal was a hyp was1ologicalic hypicitis) was to safe and feasible.",0.07246376811594202,0.06593406593406594
Has the fungus Ashbya gossypii got many nuclei that share cytoplasm?,"Yes, Ashbya gossypii has a budding yeast-like genome but grows exclusively as multinucleated hyphae.","Indized, have shown that effect of Indothermia in premature treatment of prematurecutatal hypother hypinducedcheemic infantscephalopathy inPEM) in in premature the of hyp in hypdegal hyp in prematureites young-term infants. is unclear if what extent theterm infants are affected in the studies.The study study-smallized study study of that the hypothermia in premature- in prematureterm infantsatal was H hyp wasHologicalic hypocolitis) was to safe and safe.",0.028985507246376805,0.0
Is proton beam therapy used for treatment of craniopharyngioma?,"Yes, proton beam therapy is used for treatment of craniopharyngioma.","Yes, proton beam therapy is used for treatment of craniopharyngioma.",1.0,1.0
Does thyroid hormone affect cardiac remodeling?,TH affects cardiac remodeling,"Yes, proton beam therapy is used for treatment of craniopharyngioma.",0.0,0.0
What is caused by de novo VPS4A mutations?,De novo VPS4A mutations cause multisystem disease with abnormal neurodevelopment. VPS4A normal function is required for multiple human developmental and cellular processes.,YesR cardiac remodeling.,0.0016844867497713668,0.0
The formation of which inflammatory molecule is regulated by MAP3K8 (TPL2)?,MAP3K8 (Tpl2) regulates the formation of inflammatory molecule IL-1β,YesY cardiac remodeling.,0.0,0.0
Tumor-treating fields are effective for treatment of which cancers?,"Clinical trials have shown that Tumor-treating fields are effective for treatment of non-small cell lung cancer and glioblastoma. Ongoing and future trials will evaluate TTFields in solid tumor brain metastases, and ovarian, pancreatic cancers and multidrug resistance cancer cells.","Tinical trials of demonstrated that tumorumor-treating fields are effective for treatment of various-small cell lung cancer. breastioblastoma.oing studies ongoing studies will evaluate theumss in the tumors cells tumorsases. and the cancer breastic,, breasticerug-...",0.48449766388225934,0.4935064935064935
What is the name of the Cas13 based diagnostic test for the Zika and dengue viruses?,The Cas13-based platform that can detect Zika and dengue viruses is called SHERLOCK (specific high-sensitivity enzymatic reporter unlocking).,"Tinical trials of demonstrated that theumor-treating fields are effective for treatment of cancer-small cell lung cancer ( breastioblastoma.oing studies ongoing studies are evaluate theum- and and the tumors cancers tumorsases. and the cancer breastic,, breasticerug-...",0.10256410256410255,0.07017543859649122
Which drugs are utilized to treat amiodarone-induced thyroitoxicosis?,"Amiodarone-induced thyrotoxicosis treatment includes anti-thyroid drugs and steroid therapy
Radio Iodine Treatment (RIT) may be a safe and useful method of AIT therapy in patients with low RAIU, in whom other treatment methods are contraindicated.
Lithium is a useful and safe medication for treatment of iodine-induced thyrotoxicosis caused by amiodarone.
Thyrodectomy may be necessary in presence of unresponsiveness to standard medical treatments",Cas Cas13 basedbased diagnostic for is be Zika and dengue viruses is used theIP..Sally-throughensitivity testymatic test)),0.023842290553887403,0.07228915662650603
Which myosin isozymes are located within the pericuticular necklace of the hair cell?,"The hair cell is located in the inner ear, a tissue that is particularly reliant on actin-rich structures and unconventional myosin isozymes. Within the pericuticular necklace, a domain of the hair cell, certain unconventional myosin isozymes are located, namely myosins-Ibeta, myosin-VI, and myosin-VIIa.",Cas Cas13 basedbased diagnostic for tests be Zika and dengue viruses is used theIP..Sally-throughensitivity testymatic test)),0.021224797382674312,0.030769230769230767
Which disorders are caused by de novo mutations in ZSWIM6?,"Mutations in the ZSWIM6 gene, which encodes the cellular iron exporter ZEB6, are the cause of de novo autosomal recessive acromelic frontonasal dysostosis and Leber's hereditary optic neuropathy and/or dystonia.","Zutations in Z ZSWIM6 gene cause which areodes the gene nucleus-orter,SW6, are associated most of multiple novo mutationsomal recessive disordersyloleoma disordersotopathy ( syndromeplosis ( neurouk's syndrome le neurpathy. neuroor mystonia.",0.3888888888888889,0.3174603174603175
What is herd immunity?,"Vaccines are very effective in providing individual and community (herd) immunity against a range of diseases.
We argue that individuals who have access to vaccines and for whom vaccination is not medically contraindicated have a moral obligation to contribute to the realisation of herd immunity by being vaccinated.","Zutations in Z ZSWIM6 gene cause which areodes the gene enzyme-orter,SW1, are the most of the novo mutationsomal recessive mutationsyloleoma disordersotopathyomal syndromekosis ( neurouk's disease dys neurpathy. neuroor neurostonia.",0.12305151401610644,0.0759493670886076
What is predicted using SURFY?,"surfaceome predictor SURFY, based on machine learning.", herdivination are immune sensitive in protecting herd immunity group immunityindividuald immunity immunity. disease variety of pathogens.V show that herd with have herd to herd are other the vaccines is a necessary necessaryraindicated are a higher advantage to protect to the survival- of their immunity. the able against,0.020408163265306117,0.0
List clinical symptoms of the MECOM-associated syndrome,"Heterozygous mutations in MECOM (MDS1 and EVI1 complex locus) have been reported to be causative of a rare association of congenital amegakaryocytic thrombocytopenia and radioulnar synostosis. The clinical picture included radioulnar synostosis, bone marrow failure, clinodactyly, cardiac and renal malformations, B-cell deficiency, and presenile hearing loss. No single clinical manifestation was detected in all patients affected by MECOM mutations. Radioulnar synostosis and B-cell deficiency were observed only in patients with mutations affecting a short region in the C-terminal zinc finger domain of EVI1.", herdivination are immune sensitive in the herd immunity group immunityindividuald immunity immunity. disease variety of pathogens.V have that herd with are herd to a are other the vaccines is a necessary necessaryraindicated are a higher advantage to protect to the prevention- of their immunity. providing able against,0.08960964029139429,0.11940298507462685
List Kartagener Syndrome Triad.,"The triad of situs inversus, bronchiectasis and sinusitis is known as Kartagener syndrome.","K Kartad of Kartag, theus k kch,in, kus in is a as theagener syndrome.",0.3157894736842105,0.28571428571428575
What is dystopia canthorum?,Dystopia canthorum is defined as a prominent broad nasal root with increased intercanthal distance.,"K Kartad of Kartag syndrome theus k kch,in, kusitis is a as theagener syndrome.",0.2222222222222222,0.1379310344827586
What condition is usually represented by the acronym SUDEP?,The acronym SUDEP refers to  Sudden Unexpected Death in Epilepsy,"D dystopstopia canthorum is a as a novel, spectrum passage with a nasalstitialalic from",0.0,0.0
The NoSAS Score can be used for screening of which disorders?,"The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","D dystopstopia canthorum is a by a large, spectrum cavity with a nasalstitialalic from",0.041805939018203744,0.0
What is Bexsero?,"Bexsero is a 4-component vaccine against capsular Meningococcus serogroup B (4CMenB), which has recently been licensed in Europe, Canada and Australia.","Bexsero is a novel-drug, for theid melanethylococcus aaens..M-))) which is been been approved by the for the, the.",0.3461538461538461,0.23809523809523808
Is Niraparib effective for ovarian cancer?,Yes. Niraparib is an oral poly(ADP ribose) polymerase (PARP) inhibitor that is approved by the United States Food and Drug Administration and the European Medicines Agency for the maintenance treatment of women with recurrent ovarian cancer who are in complete or partial response to platinum-based chemotherapy.,"Bexsero is a novel-drug, for theid melanethylococcus aaon..M-))) a is been been approved by the for the, the.",0.14976875561014966,0.20588235294117646
List the core SNARE complex proteins.,"VAMP2
Syntaxin
SNAP25","Yes, Niraparib is effective oral,pe1P)os) monase inhibitorPP rib inhibitor that is approved for the US States Food and Drug Administration for approved European Medicines Agency for the treatment of of ovarian with ovarian ovarian cancer. have undergoing advanced remission metast remission to the-based chemotherapy.",0.0,0.0
Which is the transcriptome of RNA polymerase III?,"RNA polymerase III (Pol III) transcribes a limited set of short genes in eukaryotes producing abundant small RNAs, mostly tRNA. The originally defined yeast Pol III transcriptome appears to be expanding owing to the application of new methods. Newly identified Pol III transcripts include small nucleolar RNAs, microRNAs, short interspersed nuclear element-encoded or tRNA-derived RNAs and novel classes of ncRNA that can display significant sequence complementarity to protein-coding genes and might thus regulate their expression.","Yes, Niraparib is a oral,pe1))os) inhibitorase inhibitorPP rib inhibitor that is approved for the US States Food and Drug Administration for the European Medicines Agency for the treatment of of ovarian with ovarian ovarian cancer. have undergoing advanced remission metast remission to the-acid chemotherapy.",0.1285518441474428,0.096
Which cells express CIDEC protein in humans?,"The cell death-inducing DNA fragmentation factor alpha-like effector c (CIDEC) is a lipid droplet-associated protein that promotes intracellular triglyceride (TAG) storage. CIDEC is highly expressed in adipocytes, but undetectable in normal liver. However, its hepatic expression rises during fasting or under genetic or diet-induced hepatosteatosis in patients.","C C- rateassociated C methyl ( C (C ( ( (IDCIDEC) is a highly-plet thatlike protein that is cellacellular DNAides-C) and andIDEC is a expressed in theose and and itectable in the cells cells, it expressionatic activity is with the and in fasting stress epigen stressinduced stressocyteaticen. the with",0.2856676287587571,0.20202020202020202
Is vocimagene amiretrorepvec effective for glioblastoma?,No. Treatment with vocimagene amiretrorepvec did not improve survival of glioblastoma patients.,"C C- rateassociated C methyl protein C (C ( ( (IDCIDEC) is a highly-plet thatlike protein that is theacellular DNAides synthesisC) and andIDEC is a expressed in theose and and itectable in the cells cells, in expressionatic activity is with the and in fasting stress epigen stressinduced stressocyteaticogenic. the with",0.03571428571428572,0.032786885245901634
Does tremelimumab improve survival of mesothelioma patients?,No. Tremelimumab did not significantly prolong overall survival compared with placebo in patients with previously treated malignant mesothelioma.,"Yes, voc with vocimagene amiretrorepvec is not improve survival of glioblastoma patients.",0.2326568062610913,0.2
What is the association between Generalized anxiety disorder and mortality risk?,"Numerous studies have demonstrated that Generalized anxiety disorder is associated with increased mortality risk in different populations, including veterans and non demented elderly individuals. Anxiety disorders predict greater mortality, particularly when present with other psychiatric disorders. However, one study has found that generalized anxiety disorder was not associated with excess mortality in depressive elderly people.","Yes, voc with vocimagene amiretrorepvec is not improve survival in glioblastoma patients.",0.01492913333717677,0.08955223880597014
Sclerostin regulates what process?,Sclerostin plays a critical role in bone homeostasis and its deficiency or pharmacological neutralization increases bone formation,Sclerostin regulates a critical role in the marrowostasis. is regulation is degradationological effectsization. the home and,0.3333333333333333,0.3636363636363636
Is physical performance influenced by thyroid hormone metabolism?,Yes.,Sclerostin regulates a critical role in the marrowostasis. in regulation in degradationokin effectsization. the home and,0.05555555555555554,0.0
Which kinase does PD98059 inhibit?,"PD98059 is a specific, reversible MEK inhibitor.","Yes, Physical",0.045111761078870896,0.0
Are Gram positive bacteria able to release extracellular vesicles?,"Yes, Gram-negative and Gram-positive bacteria release a variety of membrane vesicles through different formation routes.","Yes, Physical",0.0062690417009968035,0.10526315789473684
Which are the types of viral meningitis?,"Aseptic meningitis is the most common type of meningitis and is characterized by meningeal inflammation that is not linked to identifiable bacterial pathogens in cerebrospinal fluid (CSF). It can be originated from infection from:
1) Varicella-zoster virus (VZV)
2) Herpes simplex types I and II (HSV-1, HSV-2)
3) Epstein-Barr virus (EBV) 
4) Cytomegalovirus (CMV) 
5) Enteroviruses (EV) 
6) Parechoviruses (HPeV) 
7) Human rhinoviruses (HRVs) 
8) Echovirus types 6, 9, 11
9) West Nile Virus (WNV)","V varietyptic meningitis is a most common viral of viralingitis. is associated by aingitis,, is caused caused to the viral or. thebrospinal fluid.CSF). is be caused from the with the viral)) viralicella,associatedosteritis (VZ)) or2) Apes-x virus ( ( II (VV)I) HV-2,3) Her-Barr virus (EBV)
4)tosgovirus (EBV)
5)ococirususesHs
6)neumtoocociruses VV)) 
7) herpesinopliruses HV) 
8)ukocir  (, 9, 10,9) African virus (WNV) ",0.503111288234901,0.3945578231292517
What is MACE in the context of cardiotoxicity?,MACE is an acronym for Major Adverse Cardiovascular Events.,"V varietyptic meningitis is a most common viral of viralingitis. is caused by aingitis,, is caused caused to the viral or. thebrospinal fluid.CSF). is be treated from the with the viralA) viralicella,associatedostera (VZ)) or2) Vpes-x virus of ( II (VV)I) HV-1, and3) Her-Barr virus (EBV)
4) tosgovirus (EBV) 
5) ococirususes (CV 
6)neumtoocociruses EVVV) 
7) H herpesizovirususes (HV) 
8) ukocir  ( ( 7, 10,9)  African virus (WNV) ",0.019417475728155338,0.025
Which enzyme is inhibited by Varespladib?,Varespladib is a secretory phospholipase A2 (sPLA2) inhibitor. It was tested in patients with acute coronary syndrome.,MACE is a anti for M Cardhesion Cardiot Events (,0.09986132510942386,0.15384615384615383
What is the prognostic role of thyroid hormone in patients with heart failure?,"Altered thyroid profile, particularly sick euthyroid syndrome, is an independent predictor of mortality in patients with chronic heart failure, adding prognostic information to conventional clinical and functional cardiac parameters.",MACE is a anti for M Cardverse Cardiot Events (,0.010025884372280377,0.05263157894736842
Does splicing occur co-transcriptionally?,"The consensus view, based on four organisms, is that the majority of splicing events take place co-transcriptionally in most cells and tissues. RNA processing events that take place on the transcribed pre-mRNA include capping, splicing, editing, 3' processing, and polyadenylation. Most of these processes occur co-transcriptionally while the RNA polymerase II (Pol II) enzyme is engaged in transcriptional elongation.","Yes spl is is that on the independent, is that spl spl of splicing occurs occur place in-transcriptionally. the spl. that. spl is occur occur place in the sameribed spl-transRNA are splud, splicing, and, and- spl, and splmerylation. spl the spl occur in-transcriptionally in the majority splase ( (PM) is ( involved in aal activityation.",0.4077511235726602,0.28813559322033894
What is the relationship between thyroid hormone and inflammatory markers in heart failure patients?,There is an inverse correlation between inflammatory markers (IL-6 and TNF alfa and PCR) and FT3 levels in patients with heart failure,"Yes spl is is that on the independent, is that spl spl of splicing occurs occur place in-transcriptionally. the organisms. that. spl is occur occur place co the sameribed spl-transRNA are splud, splicing, and, and- spl, and splmerylation. spl the spl occur co-transcriptionally in the majority splase ( (RNAM) is ( involved in aal splation.",0.08955223880597013,0.12658227848101267
What is the use of Atogepant?,Atogepant is used for preventive treatment of migraine.,T is evidence association relationship between thyroid markers inis1) IL--fa) T) in thyroid-. in heart with heart failure.,0.07999999999999999,0.07407407407407407
List the proteins defining the triple negative breast cancer.,"The so called ""Triple Negative Breast Cancer"" (TNBC) represents approximately 15-20% of breast cancers. This acronym simply means that the tumour does not express oestrogen receptor (ER) and progesterone receptor (PR) and does not exhibit amplification of the human epidermal growth factor receptor 2 (HER2) gene.",T is evidence association relationship between thyroid markers inis1) IL--fa) T) in thyroid-. in heart with heart failure.,0.05133215539071119,0.0
What is the drug target(s) for Belsomra?,Belsomra is a dual orexin receptor antagonist for both the Ox1 and Ox2 receptors,Belsomra is a mon-phthaligen- antagonist that the human humanid and Ox2 receptor.,0.5698222022414253,0.5185185185185186
Which protein mediates the replacement of H2A by H2A.Z in the yeast Saccharomyces cerevisiae?,"Saccharomyces cerevisiae Swr1, a Swi2/Snf2-related ATPase, is the catalytic core of a multisubunit chromatin remodeling enzyme, called the SWR1 complex, that efficiently replaces conventional histone H2A in nucleosomes with histone H2A.Z. We identified a complex containing 13 different polypeptides associated with a soluble pool of H2A.Z in Saccharomyces cerevisiae.",Belsomra is a novel-phthalin- antagonist that the human humanid and Ox2 receptor.,0.01520272370906869,0.09090909090909091
Can nrf2 activation lead to resistance to radiotherapy?,"Resistance to chemoradiotherapy is a major obstacle to successful treatment of glioblastoma. Recently, the role of NF-E2-related factor 2 (Nrf2) in enhancing chemoradiation sensitivity has been reported in several types of cancers. Blocking Nrf2 activation may be a promising method enhancing chemoradiation sensitivity of glioblastoma cells.","Hcharomyces cerevisiae (ab1 ( a memberr1-Zr1/binding proteinase, is a mosttic enzyme of the complexiceystemunit Hatin-eling protein that H H HR1-. which medi cataly H Hone H2A. theosomes. theone H2A.Z. show a conserv of H H Hmersptides, with the single H of H2A.Z, thecharomyces cerevisiae.",0.22641509433962262,0.125
List diseases associated with the  Dopamine Receptor D4 (DRD4).,The 5-repeat allele of a common length polymorphism in the gene that encodes the dopamine D4 receptor (DRD4) is robustly associated with the risk of attention deficit hyperactivity disorder (ADHD).,"Hcharomyces cerevisiae (ab1 ( a memberr1-Zr1/binding proteinase, is a maintic enzyme of the newiceystemunit Hatin-eling enzyme that H H HR1-. which medi replaces H Hone H2A. theosomes. theone H2A.Z. have a novel of H H Hmersptides, with the single H of H2A.Z, thecharomyces cerevisiae.",0.20754716981132076,0.1518987341772152
